"name","type","borough","address","city","zip","lat","lon","license_no"
"Magic Fingers Studio","salon","Brooklyn","5319 Church Ave","Brooklyn","11203","40.65237","-73.92683","AEB-25-01030"
"MAGIC LASH SALON INC","salon","Brooklyn","7718 3rd Ave","Brooklyn","11209","40.62959","-74.02857","AEB-19-02523"
"MAGIC LASH SALON V INC.","salon","Brooklyn","7524 13th Ave","Brooklyn","11228","40.61978","-74.00796","AEB-26-00396"
"MAGIC MIRRORS KOSHER SALON SPA, INC","salon","Brooklyn","5412 New Utrecht Ave","Brooklyn","11219","40.63211","-73.99534","AEB-16-00432"
"MAGICAL NAIL & SPA INC","salon","Brooklyn","7520 3rd Ave","Brooklyn","11209","40.63095","-74.02799","AEB-18-01486"
"MAGICAL NAIL SALON & SPA INC.","salon","Brooklyn","8918 3rd Ave","Brooklyn","11209","40.62095","-74.03209","AEB-23-01038"
"MAGNIFICENT NAIL SALON INC","salon","Brooklyn","1730 86th St","Brooklyn","11214","40.60801","-74.00389","AEB-20-02221"
"Magnolia Nail SPA 4 Inc.","salon","Brooklyn","8312 3rd Ave","Brooklyn","11209","40.62533","-74.03031","AEB-23-01769"
"Mah African Hair Braiding","salon","Brooklyn","542 New Lots Ave","Brooklyn","11207","40.66388","-73.88845","AEB-14-03281"
"MAHROSE BROWS AVE Z INC","salon","Brooklyn","1403 Avenue Z","Brooklyn","11235","40.58787","-73.95509","AEB-25-02994"
"MAHROSE BROWS INC","salon","Brooklyn","1403 Avenue Z","Brooklyn","11235","40.58787","-73.95509","AEB-22-01877"
"Main Attraction Hair Studio Inc.","barber","Brooklyn","7115 Fort Hamilton Pkwy","Brooklyn","11228","40.62746","-74.014","BSO-16-00289"
"Maison Beauty Boutique","salon","Brooklyn","1683 E 15th St","Brooklyn","11229","40.60847","-73.95823","AEB-23-02409"
"MAKOMA, INC.","barber","Brooklyn","920 Marcy Ave","BROOKLYN","11216","40.68183","-73.94652","BSO-25-00197"
"MAKSIM HAIR SALON INC.","salon","Brooklyn","242 5th Ave","Brooklyn","11215","40.67543","-73.98113","AEB-24-02148"
"MALAIEV RAFAELS BARBER SHOP.INC","barber","Brooklyn","4902 20th Ave","Brooklyn","11204","40.62572","-73.97641","BSO-23-00064"
"MALIK CUTZ INC.","barber","Brooklyn","2082 W 6th St","Brooklyn","11223","40.5967","-73.97754","BSO-26-00180"
"MALINKA BAND LLC","salon","Brooklyn","1733 Sheepshead Bay Rd Ste 17","Brooklyn","11235","40.58512","-73.95136","AEB-25-02405"
"MALKIEL'S BARBER SHOP INC","barber","Brooklyn","278 Albany Ave","Brooklyn","11213","40.67077","-73.93929","BSO-19-00054"
"Mama African Hair Braiding","salon","Brooklyn","162 Rockaway Ave","Brooklyn","11233","40.6777","-73.91079","AEB-26-00086"
"MAME DIARRA B HAIR BRAIDING LLC","salon","Brooklyn","845 Flatbush Ave","Brooklyn","11226","40.65167","-73.95904","AEB-25-02605"
"MAN TING FANG SPA INC","salon","Brooklyn","821 56th St Bsmt","Brooklyn","11220","40.63735","-74.00657","AEB-24-02013"
"MANDU BEAUTY PARLOR INC","salon","Brooklyn","7206 Bay Pkwy # 1FL","Brooklyn","11204","40.60974","-73.98569","AEB-24-01896"
"MANDY LOVE NAILS INC","salon","Brooklyn","230 Utica Ave","Brooklyn","11213","40.67091","-73.93092","AEB-14-00641"
"MANDY'S BEAUTY NAIL SALON INC","salon","Brooklyn","1908 86th St","Brooklyn","11214","40.60574","-74.00014","AEB-23-00077"
"MANE ATTRACTION","salon","Brooklyn","2408 MERMAID AVE","BROOKLYN","11224","40.57589","-73.99144","21MA0314673"
"MANE LOUNGE HAIR SALON INC","salon","Brooklyn","2363 86th St","Brooklyn","11214","40.59963","-73.99004","AEB-20-00978"
"Manestylez salon inc","salon","Brooklyn","9009 Avenue A","Brooklyn","11236","40.65138","-73.91781","AEB-26-00874"
"Manetamed Corp","barber","Brooklyn","41 Havemeyer St","Brooklyn","11211","40.71558","-73.95372","BSO-17-00318"
"MANIPEDI EXPRESS INC","salon","Brooklyn","12 Bay 22nd St","Brooklyn","11214","40.60517","-74.00004","AEB-24-01481"
"MANNY'S BARBER & STYLISTS INC","barber","Brooklyn","7417 13th Ave","Brooklyn","11228","40.62053","-74.00718","BSO-16-00244"
"Manolos Unisex Beauty Salon","salon","Brooklyn","459 Lincoln Ave","Brooklyn","11208","40.67878","-73.86808","AEB-14-01149"
"MAO LUCKY PARK NAIL SALON, INC.","salon","Brooklyn","180 Parkside Ave Ste A","Brooklyn","11226","40.65491","-73.96179","AEB-15-03111"
"MAP WORLD INC.","salon","Brooklyn","2230 W 8th St","Brooklyn","11223","40.59347","-73.97888","AEB-26-01357"
"Marcel Initiatives LLC","salon","Brooklyn","16 Waverly Ave","Brooklyn","11205","40.6972","-73.96866","AEB-24-01290"
"Marche Rue Dix","salon","Brooklyn","1453 Bedford Ave","Brooklyn","11216","40.67346","-73.95405","AEB-18-00731"
"MARIA MDG DOMINICAN  STYLE LLC","salon","Brooklyn","768 Liberty Ave","Brooklyn","11208","40.67665","-73.88128","AEB-23-02113"
"MARIA V HAIR & BEAUTY SALON LLC","salon","Brooklyn","3000 Fulton St","Brooklyn","11208","40.68016","-73.88405","AEB-23-01322"
"MARIANA BEAUTY CARE INC","salon","Brooklyn","188 Calyer St","Brooklyn","11222","40.72836","-73.95255","AEB-20-01027"
"MARIAS S P SALON INC","barber","Brooklyn","119 Meserole Ave","Brooklyn","11222","40.7272","-73.95235","18MA4058724"
"MARIAS S P SALON INC","salon","Brooklyn","119 Meserole Ave","Brooklyn","11222","40.7272","-73.95235","21MA1257612"
"Marichka LLC","salon","Brooklyn","1548 E 14th St Apt 3","Brooklyn","11230","40.61171","-73.95979","AEB-25-02179"
"Marico Beauty Corp.","salon","Brooklyn","1635 E 19th St Rm 4","Brooklyn","11229","40.61013","-73.95467","AEB-24-00888"
"Marigold Nail Salon","salon","Brooklyn","96 Henry St","Brooklyn","11201","40.69774","-73.99287","AEB-23-01649"
"MARINA'S  BEAUTY STUDIO INC.","salon","Brooklyn","3908 Fort Hamilton Pkwy","Brooklyn","11218","40.64295","-73.99081","AEB-24-02918"
"MARINAS NAILS ON 5TH","salon","Brooklyn","7904 5th Ave","Brooklyn","11209","40.62637","-74.02392","21MA1144571"
"Marlie Hair Beauty Salon LLC","salon","Brooklyn","1320 Flatbush Ave","Brooklyn","11210","40.63803","-73.95319","AEB-24-02040"
"Marlon C Nicholas","barber","Brooklyn","159 rockaway avenue","Brooklyn","11233","40.67718","-73.91084","BSO-25-00344"
"Marlon C Nicholas","barber","Brooklyn","159 rockaway avenue","Brooklyn","11233","40.67718","-73.91084","BSO-25-00331"
"MARYAM BEAUTY SALON LLC","salon","Brooklyn","2401 65th St","Brooklyn","11204","40.6111","-73.97687","AEB-25-00131"
"MARY'S SUNNY SPA INC","salon","Brooklyn","8303 5th Ave","Brooklyn","11209","40.62338","-74.02514","AEB-17-02276"
"Marys unisex beauty salon corp","salon","Brooklyn","473 59th St","Brooklyn","11220","40.64029","-74.01591","AEB-24-01993"
"Mary's unisex salon & barber shop Inc","salon","Brooklyn","1486 Dekalb Ave","Brooklyn","11237","40.70159","-73.92189","AEB-19-01977"
"MASIEL BEAUTY CENTER LLC","salon","Brooklyn","668 Bushwick Ave","Brooklyn","11221","40.69729","-73.93221","AEB-24-00438"
"MASTER BLADES BARBER SHOP CORP","barber","Brooklyn","888 Quincy St","Brooklyn","11221","40.69011","-73.92363","BSO-21-00402"
"Master Dreadlocks Salon & Spa","salon","Brooklyn","229 Rogers Ave","Brooklyn","11225","40.66859","-73.95339","AEB-23-01426"
"Masterpiece","salon","Brooklyn","37 Broadway","Brooklyn","11249","40.71068","-73.96731","AEB-23-02484"
"Matthew & Patrick LLC","salon","Brooklyn","167 5th Ave","Brooklyn","11217","40.67751","-73.97969","AEB-24-00393"
"Matthew & Patrick LLC","barber","Brooklyn","167 5th Ave","Brooklyn","11217","40.67751","-73.97969","BSO-24-00090"
"MATY US LLC","salon","Brooklyn","5010 Avenue D","Brooklyn","11203","40.64216","-73.92892","AEB-25-02704"
"MAVEN BY FIONA","salon","Brooklyn","488 Smith St","Brooklyn","11231","40.67439","-73.99796","21MA1442532"
"MAX Nail Salon Inc.","salon","Brooklyn","884 Dekalb Ave","Brooklyn","11221","40.69261","-73.94056","AEB-25-01940"
"MAX U INCORPORATED","barber","Brooklyn","1356 FLATBUSH AVE","BROOKLYN","11210","40.6372","-73.95229","18MA4087024"
"Maxwell's For Hair LLC","barber","Brooklyn","274 Troutman St","Brooklyn","11237","40.70352","-73.92588","BSO-16-00304"
"MAY 9410 NAIL SALON, INC.","salon","Brooklyn","9410 Avenue L","Brooklyn","11236","40.63737","-73.8973","AEB-23-01091"
"MAY BEAUTY STUDIO INC.","salon","Brooklyn","6607 11th Ave","Brooklyn","11219","40.62787","-74.00673","AEB-25-02581"
"MAYRA BEAUTY SALON CORP","salon","Brooklyn","768 Liberty Ave","Brooklyn","11208","40.67665","-73.88128","AEB-23-02352"
"MBADINGA S VIP UNISEX SALON, LLC","salon","Brooklyn","1509 Fulton St","Brooklyn","11216","40.67993","-73.94099","21MB1208818"
"MC NAILS STUDIO INC","salon","Brooklyn","700 Grand St","Brooklyn","11211","40.71155","-73.94471","AEB-19-01110"
"MCC Hair Salon, Inc.","salon","Brooklyn","6314 11th Ave","Brooklyn","11219","40.62951","-74.00502","AEB-22-01829"
"ME UNISEX CORP","barber","Brooklyn","235 Malcolm X Blvd","Brooklyn","11233","40.68471","-73.92941","BSO-23-00114"
"ME UNISEX CORP.","salon","Brooklyn","235 Malcolm X Blvd","Brooklyn","11233","40.68471","-73.92941","AEB-17-01421"
"MED BEAUTY LLC","salon","Brooklyn","513 5th Ave","Brooklyn","11215","40.66687","-73.98821","AEB-24-00903"
"MEDUSA SALON INC","salon","Brooklyn","322 5th Ave","Brooklyn","11215","40.67296","-73.98315","21ME1278455"
"Meenu Waxing Loft INC","salon","Brooklyn","1435 Fulton St Fl 1","Brooklyn","11216","40.68007","-73.94383","AEB-23-02064"
"Meenu Waxing Studio INC","salon","Brooklyn","481 Nostrand Ave","Brooklyn","11216","40.68087","-73.94967","AEB-25-00723"
"MEETYO NAILS INC.","salon","Brooklyn","92 7th Ave","Brooklyn","11217","40.67466","-73.97532","AEB-25-00913"
"MEGA NAILS SPA & BEYOND INC","salon","Brooklyn","1811 Church Ave","Brooklyn","11226","40.64959","-73.9627","AEB-25-02759"
"MEI HAIR SALON INC.","salon","Brooklyn","5824 8th Ave Ste D","Brooklyn","11220","40.63615","-74.00884","AEB-24-01089"
"MEI YORK HAIR SKIN SPA INC","salon","Brooklyn","4920 7th Ave","Brooklyn","11220","40.64258","-74.00576","AEB-22-01524"
"MEIHUI SPA INC","salon","Brooklyn","936 Madison St Apt 1F","Brooklyn","11221","40.68823","-73.92011","AEB-25-00583"
"MEI'S BEAUTY NAILS INC","salon","Brooklyn","6122 18th Ave","Brooklyn","11204","40.62099","-73.98829","AEB-24-02345"
"MELANYS BEAUTY SHOP","salon","Brooklyn","667 SNEDIRER AVE","BROOKLYN","11207","40.65831","-73.89816","21ME0249917"
"Meli Beaute","salon","Brooklyn","9324 Avenue L","Brooklyn","11236","40.63713","-73.89767","AEB-21-00226"
"MELL'S  UNISEX BARBERSHOP","barber","Brooklyn","1547 Fulton St","Brooklyn","11216","40.67983","-73.93941","BSO-16-00511"
"Members Only Barber Shop","barber","Brooklyn","1994 Coney Island Avenue, Ground Floor","Brooklyn","11223","40.60864","-73.96211","BSO-18-00203"
"MENA Bienetre Corp","salon","Brooklyn","470 4th Ave","Brooklyn","11215","40.6695","-73.98951","AEB-22-01967"
"MEOW MIAO NAIL SPA INC","salon","Brooklyn","6727 13th Ave","Brooklyn","11219","40.62426","-74.00331","AEB-18-01218"
"MERAKI NAIL SALON INC.","salon","Brooklyn","7811 3rd Ave","Brooklyn","11209","40.62899","-74.02882","AEB-23-01462"
"MERENGUE BEAUTY PARLOT","salon","Brooklyn","4310 AVENUE D","BROOKLYN","11203","40.64174","-73.93575","21ME1133451"
"MERMAID NAIL INC.","salon","Brooklyn","5821 Avenue N","Brooklyn","11234","40.61947","-73.91848","AEB-18-02126"
"MET BEAUTY INC.","salon","Brooklyn","823 56th St Fl 5","Brooklyn","11220","40.63732","-74.00651","AEB-24-01517"
"METODICA MED SPA","salon","Brooklyn","626 Sheepshead Bay Rd Unit 530","Brooklyn","11224","40.57902","-73.97554","AEB-22-00665"
"metro tech barber shop ny","barber","Brooklyn","60 Willoughby St","Brooklyn","11201","40.69221","-73.98648","BSO-24-00118"
"MG Hair, LLC","salon","Brooklyn","1442 Coney Island Ave","Brooklyn","11230","40.62251","-73.96475","AEB-19-01495"
"MIAO YAN TAN 88 INC","salon","Brooklyn","5724 7th Ave Bsmt Rear","Brooklyn","11220","40.63806","-74.01048","AEB-23-00776"
"MIAO YAN TAN INC.","salon","Brooklyn","5724 7th Ave Bsmt Rear","Brooklyn","11220","40.63806","-74.01048","AEB-22-01428"
"MICHA BEAUTY SALON INC","salon","Brooklyn","422 AVENUE M","BROOKLYN","11204","40.61682","-73.97069","21MI1416814"
"MICHAEL BARBER SHOP ENTERPRISES INC","barber","Brooklyn","393 AVENUE X","BROOKLYN","11223","40.59075","-73.96823","18MI4070119"
"Michael Hair Salon","salon","Brooklyn","433 9th Street","Brooklyn","11215","40.66711","-73.98202","AEB-24-00748"
"Michael Hair Salon and Skincare, Inc","barber","Brooklyn","433 9th Street","Brooklyn","11215","40.66711","-73.98202","BSO-25-00579"
"MICHELE'S CORP","salon","Brooklyn","391 Avenue X","Brooklyn","11223","40.59073","-73.96849","AEB-25-02202"
"Michelle fifth ave nail inc.","salon","Brooklyn","8309 5th Ave","Brooklyn","11209","40.62327","-74.02519","AEB-23-00539"
"MICHELLE ON U HAIR SALON INC","salon","Brooklyn","2086 E 19TH ST","BROOKLYN","11229","40.59945","-73.95265","21MI1310335"
"Michelle Wheatley","salon","Brooklyn","1 Boerum Pl","Brooklyn","11201","40.69164","-73.98905","AEB-24-02457"
"MICHELLES HAIR COLOR BOUTIQUE INC","salon","Brooklyn","2676 W 3rd St Apt 5K","Brooklyn","11223","40.58411","-73.97185","21MI1434333"
"MICHELLES HAIR COLOR BOUTIQUE INC","barber","Brooklyn","2676 W 3rd St Apt 5K","Brooklyn","11223","40.58411","-73.97185","18MI4082933"
"MICHELLES UNIQUE IMAGE","salon","Brooklyn","2230 Church Ave Ste 104","Brooklyn","11226","40.6505","-73.95752","AEB-22-01455"
"MIchikoOno, LLC","salon","Brooklyn","247 Water St Ste 204","Brooklyn","11201","40.70301","-73.98392","AEB-25-02925"
"MichionoOno, LLC","salon","Brooklyn","247 Water St Ste 204","Brooklyn","11201","40.70301","-73.98392","AEB-19-01295"
"Michou Hair Care","salon","Brooklyn","551 New York Ave","Brooklyn","11225","40.6613","-73.94778","AEB-17-00911"
"MIDSUMMER NAILS INC","salon","Brooklyn","949 A PENNSYLVANIA AVE","BROOKLYN","11207","40.65496","-73.88761","AEB-21-00838"
"MIGUEL BARBER SHOP","barber","Brooklyn","182 UTICA AVE","BROOKLYN","11213","40.67267","-73.93075","18MI4088196"
"MikeDaMasterBaber","barber","Brooklyn","869 Albany Ave","Brooklyn","11203","40.65256","-73.93917","BSO-23-00148"
"Mila Skin Philosophy Inc.","salon","Brooklyn","2010 Avenue M Unit A","Brooklyn","11210","40.61861","-73.95461","AEB-26-00225"
"MILA WONDERFUL INC.","salon","Brooklyn","6402 14th Ave","Brooklyn","11219","40.62515","-73.99883","AEB-25-01897"
"MILADY DE LA TERRE PRO STUDIO","salon","Brooklyn","1219 Quentin Rd.,, 3rd floor","Brooklyn","11229","40.60802","-73.96037","AEB-21-02029"
"MILAS SKIN CARE STUDIO INC","salon","Brooklyn","1041 E 3RD ST","BROOKLYN","11230","40.62567","-73.97405","21MI1238532"
"MILL BASIN MEDICAL P.C.","salon","Brooklyn","1584 E 66th St","Brooklyn","11234","40.61743","-73.91106","AEB-25-03249"
"MILLENNIUM NAIL STUDIO INC","salon","Brooklyn","185 Havemeyer St","Brooklyn","11211","40.7105","-73.95822","AEB-20-01212"
"Milton s barber shop inc","barber","Brooklyn","139 Maujer St","Brooklyn","11206","40.71078","-73.94508","BSO-25-00280"
"MIMI NAILS & SPA LLC","salon","Brooklyn","9A Bond St","Brooklyn","11201","40.68941","-73.98316","21MI1354069"
"MIMO ELEMENT CORP","salon","Brooklyn","1363 CONEY ISLAND AVE","BROOKLYN","11230","40.62425","-73.96506","21MI1346850"
"MING HAIR SALON INC","salon","Brooklyn","1900 Avenue U","Brooklyn","11229","40.59926","-73.95246","AEB-19-02733"
"MING LIU 88 SPA INC","salon","Brooklyn","78 Bay 50th St","Brooklyn","11214","40.58696","-73.98546","AEB-23-02420"
"MINI MASTER NAILS & SPA 2 INC.","salon","Brooklyn","6916 3rd Ave","Brooklyn","11209","40.63535","-74.0262","AEB-25-00278"
"Mini Mode Family Hair Salon","barber","Brooklyn","5024 16th Ave Fl 2","Brooklyn","11204","40.63","-73.98658","BSO-23-00446"
"Minks & Mattes LLC","salon","Brooklyn","2131 Nostrand Ave","Brooklyn","11210","40.63343","-73.94773","AEB-22-02138"
"Minks and Mattes LLC","salon","Brooklyn","2131 Nostrand Ave Fl 2","Brooklyn","11210","40.63343","-73.94773","AEB-22-02117"
"Mint Bklyn Hair Studio","salon","Brooklyn","85 N 3rd St","Brooklyn","11249","40.71687","-73.96222","AEB-22-01385"
"MIRFARRUH INC.","barber","Brooklyn","2232 Bath Ave","Brooklyn","11214","40.59769","-73.99608","BSO-26-00216"
"Mirna Drummond","barber","Brooklyn","13 Wilson Ave","Brooklyn","11237","40.70336","-73.9304","BSO-26-00010"
"Misi Nail Spa Inc.","salon","Brooklyn","8515 12th Ave","Brooklyn","11228","40.6156","-74.01594","AEB-24-01210"
"Misou Nail Spa Inc","salon","Brooklyn","1106 Avenue U","Brooklyn","11223","40.59834","-73.96086","AEB-22-01257"
"MISS BELLAS HAIR STUDIO CORP","salon","Brooklyn","273 Troy Ave","Brooklyn","11213","40.66967","-73.9366","AEB-14-02341"
"Miss GiGi Kids Haircuts","salon","Brooklyn","256 3rd Ave","Brooklyn","11215","40.6781","-73.98558","AEB-23-01390"
"MISS LASH 8922 INC.","salon","Brooklyn","8922 3rd Ave","Brooklyn","11209","40.62084","-74.03213","AEB-25-03021"
"MISS U NAIL & SPA INC","salon","Brooklyn","1555 RALPH AVE","BROOKLYN","11236","40.63896","-73.91908","21MI1429735"
"MISS Z BLING BLING NAIL INC.","salon","Brooklyn","768 Nostrand Ave","Brooklyn","11216","40.67232","-73.95027","AEB-23-01913"
"MISS Z BLING BLING NAIL INC.","salon","Brooklyn","780 Nostrand Ave","Brooklyn","11216","40.67202","-73.9503","AEB-25-01471"
"Miwako Urasugi","salon","Brooklyn","192 Nassau Ave","Brooklyn","11222","40.72553","-73.94528","AEB-25-01614"
"MJ BEAUTY & WELLNESS  INC.","salon","Brooklyn","813 47th St # 1FL","Brooklyn","11220","40.64253","-74.00153","AEB-23-00978"
"MJ BEAUTY 168 INC","salon","Brooklyn","813 47TH STREET  1FL","BROOKLYN","11220","40.64253","-74.00153","AEB-25-01952"
"MK Skin Studio LLC","salon","Brooklyn","751 Meeker Ave","Brooklyn","11222","40.72389","-73.93826","AEB-25-00795"
"ML WELLNESS SPA INC.","salon","Brooklyn","1009 Brighton beach ave","Brooklyn","11235","40.57806","-73.95925","AEB-25-01483"
"Mocha ventures llc","salon","Brooklyn","164 Rockaway Ave","Brooklyn","11233","40.67776","-73.91079","AEB-24-00191"
"MOCUT4U","barber","Brooklyn","563 E 42nd St","Brooklyn","11203","40.6414","-73.937","BSO-20-00404"
"MODA LASH INC","salon","Brooklyn","511 39th St","Brooklyn","11232","40.65104","-74.00352","AEB-23-01878"
"MODEL BARBERS","barber","Brooklyn","452 UNION AVE","BROOKLYN","11211","40.71381","-73.95159","18MO4047698"
"Model Manes Beauty Salon","barber","Brooklyn","1188 Nostrand Ave","Brooklyn","11225","40.65846","-73.95038","BSO-19-00228"
"Modern Eyebrow Threading Inc","salon","Brooklyn","1041 Nostrand Ave","Brooklyn","11225","40.6628","-73.95084","AEB-24-02999"
"MODERN HAIR & NAIL BEAUTY SALON INC","salon","Brooklyn","4024 Avenue U","Brooklyn","11234","40.60873","-73.92422","AEB-14-02462"
"MODERN NAILS","salon","Brooklyn","2944 Avenue R","Brooklyn","11229","40.60745","-73.9426","AEB-24-02997"
"MODERN NAILS BROOKLYN INC.","salon","Brooklyn","1441 Fulton St","Brooklyn","11216","40.68006","-73.94364","AEB-15-02470"
"MODERN NAILS TECH INC","salon","Brooklyn","2014 Church Ave Ofc 10","Brooklyn","11226","40.65014","-73.96053","AEB-22-01297"
"Modern Touch Unisex Salon","salon","Brooklyn","1275 81st street","Brookyn","11228","40.61706","-74.01122","AEB-14-03030"
"Modesto Barreno Sapon","barber","Brooklyn","1785 78th St","Brooklyn","11214","40.61184","-73.99807","BSO-21-00318"
"MOE LUX BARBER SHOP CORP.","barber","Brooklyn","505 73rd St","Brooklyn","11209","40.63089","-74.02185","BSO-26-00197"
"MOENAIL INC.","salon","Brooklyn","63 Lafayette Ave Apt 2","Brooklyn","11217","40.68707","-73.97596","AEB-26-00160"
"MOHI CARE SERVICES INC.","barber","Brooklyn","505 73rd St","Brooklyn","11209","40.63089","-74.02185","BSO-24-00214"
"MOM'S BEAUTY NAILS INC","salon","Brooklyn","113 5th Ave","Brooklyn","11217","40.6792","-73.97859","AEB-15-01775"
"MonaBeauty LLC","salon","Brooklyn","2332 Coney Island Ave","Brooklyn","11223","40.60013","-73.96134","AEB-25-01103"
"MONACO HAIR SALON CORP","salon","Brooklyn","384 BROADWAY","BROOKLYN","11211","40.70733","-73.95475","21MO1354626"
"MONGO SPA INC","salon","Brooklyn","4224 8th Ave","Brooklyn","11232","40.64512","-73.99953","AEB-19-01807"
"Monica Cuevas INC","salon","Brooklyn","85 N 3rd St","Brooklyn","11249","40.71687","-73.96222","AEB-23-01876"
"MONICAS HAIR SALON","salon","Brooklyn","824 WASHINGTON AVE","BROOKLYN","11238","40.67331","-73.9629","21MO1132325"
"MOON ROSE SPA INC.","salon","Brooklyn","4175 Bedford Ave","Brooklyn","11229","40.60022","-73.94668","AEB-20-02159"
"Moongold Brooklyn LLC","salon","Brooklyn","116 Frost St","Brooklyn","11211","40.71787","-73.94694","AEB-25-00708"
"MORNING STAR NAIL & SPA 168 INC","salon","Brooklyn","8419 5th Ave","Brooklyn","11209","40.62233","-74.02557","AEB-22-02341"
"MoSa Spa","salon","Brooklyn","8413 13th Ave","Brooklyn","11228","40.61492","-74.01302","AEB-19-00285"
"MOSS NAILS INC","salon","Brooklyn","1117 Avenue J","Brooklyn","11230","40.62484","-73.9645","AEB-22-02228"
"MOSS NAILS INC","salon","Brooklyn","103 Avenue F","Brooklyn","11218","40.63318","-73.97733","AEB-24-01490"
"MOZOE NAIL SPA & HAIR SALON INC","salon","Brooklyn","7911 3rd Ave","Brooklyn","11209","40.62823","-74.02912","AEB-23-01418"
"MQ BEAUTY INC","salon","Brooklyn","1919 AVENUE U","BROOKLYN","11229","40.59932","-73.95191","21MQ1443679"
"Mr Kellys Barber Shop","barber","Brooklyn","569 throop ave","brooklyn","11216","40.6825","-73.94083","BSO-25-00252"
"MR RIGHT BARBER SHOP 2 INC","barber","Brooklyn","200 Clinton St","Brooklyn","11201","40.69068","-73.99413","BSO-22-00031"
"Mr. Amirjon, INC","barber","Brooklyn","1478 Coney Island Ave","Brooklyn","11230","40.62148","-73.96455","BSO-22-00328"
"Mr. Amirjon, INC","barber","Brooklyn","1478 Coney Island Ave","Brooklyn","11230","40.62148","-73.96455","BSO-23-00089"
"Mr. Figaro Hairstyling Inc.","barber","Brooklyn","1919 Avenue Z","Brooklyn","11235","40.58847","-73.94983","BSO-22-00345"
"MSILKSPA BEAUTY SALON","salon","Brooklyn","719 Avenue U","Brooklyn","11223","40.59807","-73.96339","AEB-24-01414"
"MTIME BARBERSHOP INC","salon","Brooklyn","10 Bay 22nd St","Brooklyn","11214","40.6052","-74.00001","AEB-21-01710"
"Mulo's Glow","salon","Brooklyn","1485 Carroll St","Brooklyn","11213","40.66648","-73.93807","AEB-26-01136"
"Murillo Esthetics INC.","salon","Brooklyn","6316 5th Ave","Brooklyn","11220","40.63743","-74.01828","AEB-25-03239"
"MUSE BEAUTY NAILS & SPA INC.","salon","Brooklyn","3806 Church Ave","Brooklyn","11203","40.65116","-73.94166","AEB-26-01233"
"MUSE NAIL INC.","salon","Brooklyn","1556 Fulton St","Brooklyn","11216","40.67978","-73.93865","AEB-25-00828"
"MUSES LASH INC","salon","Brooklyn","8922 3rd Ave","Brooklyn","11209","40.62084","-74.03213","AEB-21-00625"
"MUSIC BARBERSHOP II LLC","barber","Brooklyn","8021 New Utrecht Ave","Brooklyn","11214","40.61121","-74.00125","BSO-24-00451"
"MUZE NAILS LLC","salon","Brooklyn","328 Atlantic Ave","Brooklyn","11201","40.68807","-73.98778","AEB-24-02138"
"MWESSE & CO HAIR CONCEPT","salon","Brooklyn","13 Jefferson St","Brooklyn","11206","40.69735","-73.93492","AEB-24-00843"
"MY DESTINY BARBERSHOP UNISEX","barber","Brooklyn","1410 Bay Ridge Ave","Brooklyn","11219","40.62217","-74.00135","BSO-26-00096"
"MY NAIL STUDIO INC.","salon","Brooklyn","8207 5th Ave","Brooklyn","11209","40.62406","-74.02486","AEB-22-01382"
"MY SPARKLE NAILS INC","salon","Brooklyn","1699 Pitkin Ave","Brooklyn","11212","40.66974","-73.9105","AEB-23-02037"
"MYRTLE LOUNGE INC.","salon","Brooklyn","517 Dekalb Ave","Brooklyn","11205","40.69081","-73.95615","AEB-22-01979"
"MZ NAIL & SPA NY INC.","salon","Brooklyn","1725 Bath Ave","Brooklyn","11214","40.6047","-74.00751","AEB-24-00389"
"N & H BEAUTY SALON INC","salon","Brooklyn","7106 New Utrecht Ave","Brooklyn","11228","40.61882","-73.99908","AEB-18-02349"
"N ENVIOUS BEAUTY SALON INC","salon","Brooklyn","7610 5th Ave","Brooklyn","11209","40.62846","-74.02306","AEB-22-02101"
"N NAIL STUDIO INC","salon","Brooklyn","183 Smith St","Brooklyn","11201","40.68565","-73.99121","AEB-24-02475"
"N&L SKIN CARE INC.","salon","Brooklyn","5817 6th Ave Ste Bsmt","Brooklyn","11220","40.63887","-74.01321","AEB-24-02885"
"N&Z BARBER SHOP","barber","Brooklyn","289 Avenue U","Brooklyn","11223","40.59694","-73.97356","BSO-21-00159"
"N+8 Studio LLC","salon","Brooklyn","85 N 3rd St","Brooklyn","11249","40.71687","-73.96222","AEB-24-00730"
"N4MEDSPA & SALON LLC","salon","Brooklyn","N4 Med Spa 47 North 4th Street/Place","Brooklyn","11249","40.7181","-73.96264","21N41443726"
"N5 Aesthetics NYC LLC","salon","Brooklyn","179 Chestnut St Apt 1","Brooklyn","11208","40.68358","-73.87556","AEB-26-00601"
"NA BEAUTYINC.","salon","Brooklyn","2079 Coney Island Ave","Brooklyn","11223","40.60649","-73.9618","AEB-25-03042"
"Nadin Beauty, Corp.","salon","Brooklyn","1609 Voorhies Ave","Brooklyn","11235","40.58585","-73.95258","AEB-25-01018"
"Nagendra Mahato","salon","Brooklyn","3444 Fulton St","Brooklyn","11208","40.6847","-73.86847","AEB-25-01044"
"Nail & Hair Spa On 8 Inc.","salon","Brooklyn","4206 8th Ave","Brooklyn","11232","40.64542","-73.99922","AEB-20-01487"
"NAIL & SPA BY PATTY INC","salon","Brooklyn","220 Leonard St","Brooklyn","11211","40.71164","-73.94731","AEB-19-02579"
