"name","type","borough","address","city","zip","lat","lon","license_no"
"MARIS UNISEX","barber","Queens","86 10 ROOSEVELT AVE STORE 13","JACKSON HEIGHTS","11372","40.74807","-73.87983","18MA4055980"
"MARISA DOMINICAN STYLE UNISEX INC.","salon","Queens","21824 Hempstead Ave","Queens Village","11429","40.71368","-73.73704","AEB-21-00122"
"MARKS BARBER SHOP & BEAUTY SALON INC","barber","Queens","68 68 FRESH POND RD","RIDGEWOOD","11385","40.70517","-73.89629","18MA4072801"
"MARKS BARBER SHOP & BEAUTY SALON INC","salon","Queens","68 68 FRESH POND RD","RIDGEWOOD","11385","40.70517","-73.89629","21MA1360119"
"MAROUSE CORP","salon","Queens","8109 Northern Blvd","Flushing","11372","40.75549","-73.88586","AEB-25-00395"
"MAROUSE CORP","barber","Queens","8109 Northern Blvd","Flushing","11372","40.75549","-73.88586","BSO-25-00028"
"MARTAS","salon","Queens","120 05 SUTTER AVE","SOUTH OZONE PARK","11420","40.67397","-73.81863","21MA1239437"
"Martas Salon LLC","salon","Queens","5917 71st Ave","Ridgewood","11385","40.70068","-73.8991","AEB-19-00128"
"Martha Beauty Salon","salon","Queens","3765 89th St","Jackson Heights","11372","40.7486","-73.87746","AEB-24-01241"
"Martha unisex beauty studio LLC","salon","Queens","3905 63rd St","Woodside","11377","40.74642","-73.90083","AEB-24-00186"
"Martin Barber Shop","barber","Queens","18207 Jamaica Ave","Jamaica","11423","40.70878","-73.77871","BSO-22-00083"
"MARY BEAUTY CORP","salon","Queens","4024 National St","Corona","11368","40.74909","-73.86298","AEB-25-02470"
"MARY ESTUDIO NAILS LLC","salon","Queens","3116 Ditmars Blvd","Astoria","11105","40.77574","-73.91015","AEB-24-01317"
"MARYS HAIR SALON","salon","Queens","44 14 green point av","Sunnyside","11104","40.73887","-73.92663","21MA1211983"
"MARYS UNISEX","salon","Queens","8610 Roosevelt Ave SUITE 2","Jackson Heights","11372","40.74807","-73.87983","AEB-17-02329"
"MASEDA SERVICES CORPORATION","salon","Queens","41-07 49TH STREET","SUNNYSIDE","11104","40.74602","-73.91528","AEB-25-00941"
"MASPETH BARBER SHOP","barber","Queens","54 48 71ST ST","MASPETH","11378","40.72495","-73.89018","18MA4064079"
"MASPETH THREADING","salon","Queens","5540 69TH PL","MASPETH","11378","40.72732","-73.89448","AEB-14-00019"
"MASTERS STUDIO INC","salon","Queens","15080 70th Rd","Flushing","11367","40.73037","-73.81562","AEB-23-01928"
"MAUI CUTZ BARBERSHOP INC.","barber","Queens","21333 40th Ave Unit 2B","Bayside","11361","40.7643","-73.77108","BSO-21-00419"
"MAURA'S KAY BEAUTY CENTER INC.","salon","Queens","8716 Atlantic Ave","Ozone Park","11416","40.68653","-73.85424","AEB-15-01895"
"MAURO'S STYLE FASHION, CORP.","salon","Queens","4003B 79th St","Elmhurst","11373","40.7471","-73.88668","AEB-23-02498"
"MAVI SALON & BEAUTY LOUNGE INC","salon","Queens","1720 154th St","Whitestone","11357","40.78314","-73.80853","AEB-25-01097"
"MAXCOMFORT COMPANY INC","salon","Queens","144 44 SANFORD AVE APT 5A","FLUSHING","11355","40.75863","-73.82155","21MA1209096"
"Maxwell Medical Aesthetics LLc","salon","Queens","3272 Steinway St Ste 302","Astoria","11103","40.75719","-73.92045","AEB-25-02931"
"MAY UNISEX","salon","Queens","170 11 HILLSIDE AVE","JAMAICA","11432","40.71115","-73.79183","21MA1348824"
"MAYA AND MARY BEAUTY SALON INC","salon","Queens","2918 Crescent St","Astoria","11102","40.76884","-73.92491","AEB-19-01051"
"Maya Thread Salon Inc.","salon","Queens","8319 Broadway","Elmhurst","11373","40.74073","-73.87949","21MA1561949"
"MAYDA BARBER SHOP","barber","Queens","68 53 FOREST AVE","RIDGEWOOD","11385","40.71277","-73.90601","18MA4041858"
"Mayra Doinican Salon, Inc","salon","Queens","14708 Rockaway Blvd","Jamaica","11436","40.67339","-73.79044","AEB-20-01464"
"Mayra's Nails Spa Corp","salon","Queens","18702 Hillside Ave","Jamaica","11432","40.71473","-73.77512","AEB-22-01857"
"MAY'S NAILS","salon","Queens","6637 Grand Ave","Maspeth","11378","40.72477","-73.8975","AEB-22-01713"
"Mbeauty NYC LLC","salon","Queens","8655 Broadway","Elmhurst","11373","40.73722","-73.87736","AEB-25-01928"
"MC HAIR SALON STUDIO INC.","salon","Queens","4295 Main St","Flushing","11355","40.75275","-73.82705","AEB-24-02364"
"MC NAILS & BEAUTY SALON LLC","salon","Queens","49 07 104TH STREET","CORONA","11368","40.74426","-73.85881","AEB-23-01099"
"MCat Beauty Studio","salon","Queens","3308 28th Ave","Astoria","11103","40.76758","-73.91816","AEB-24-01719"
"ME & BEAUTY INC","salon","Queens","16410 Northern Blvd Ste 211","Flushing","11358","40.76014","-73.80169","AEB-22-01856"
"Meche Stylist Beauty Threading Salon","salon","Queens","4315 Broadway","Astoria","11103","40.75757","-73.91603","AEB-25-00066"
"MEENA BEAUTY SALON","salon","Queens","45-47 47TH STREET","WOODSIDE","11377","40.74149","-73.91808","AEB-24-01001"
"MEHAK BEAUTY PARLOUR INC","salon","Queens","8783 Sutphin Blvd","Jamaica","11435","40.70501","-73.80932","AEB-23-01645"
"MEHAK UNISEX SALON INC","salon","Queens","11304 Liberty Ave","South Richmond Hill","11419","40.68545","-73.82925","AEB-23-01603"
"Melania Kand Aesthetics LLC","salon","Queens","18504 Union Tpke","Fresh Meadows","11366","40.72844","-73.78339","AEB-23-00568"
"MelanynFacezBeautyBar","salon","Queens","14516 243rd St","Rosedale","11422","40.65928","-73.74014","AEB-23-02595"
"MELLOW NAILS & SPA, CORP","salon","Queens","4431 Douglaston Pkwy","Little Neck","11363","40.76553","-73.74448","AEB-23-00481"
"MELO SHARP CUTS INC","barber","Queens","86 20 101ST AVE","OZONE PARK","11416","40.68214","-73.8535","18ME4085136"
"MELODY SPA INC","salon","Queens","19225A Station Rd","Flushing","11358","40.76111","-73.78917","AEB-18-00729"
"MELYCHIS COSMETICS CORP.","salon","Queens","17325 Jamaica Ave","Jamaica","11432","40.70792","-73.7861","AEB-23-01905"
"MELY'S HAIR SALON","salon","Queens","87-44 BRITTON AVENUE 1ST FL","ELMHURST","11373","40.74807","-73.87857","AEB-16-01947"
"MELY'S HAIR SALON","barber","Queens","87-44 BRITTON AVENUE 1ST FL","ELMHURST","11373","40.74807","-73.87857","BSO-16-00383"
"MEME BEAUTY INC","salon","Queens","4115 23rd St Apt 5D","Long Island City","11101","40.75261","-73.94103","AEB-18-02394"
"MENAKE LLC / DBA LIZ BEAUTY STUDIO","salon","Queens","4010 28th Ave","Astoria","11103","40.76531","-73.91334","AEB-22-01615"
"MENG HUA SPA INC.","salon","Queens","13111 Fowler Ave Apt 6K","Flushing","11355","40.75154","-73.83477","AEB-25-02733"
"MENG HUA SPA INC.","salon","Queens","13111 Fowler Ave Apt 6K","Flushing","11355","40.75154","-73.83477","AEB-24-01125"
"MEN'S FAMOUS BARBER SHOP, INC","barber","Queens","7260 Main St","Flushing","11367","40.72508","-73.82114","BSO-18-00320"
"MENS HAIR NOW LTD","salon","Queens","13828 Queens Blvd","Briarwood","11435","40.70799","-73.81824","AEB-26-00230"
"MERCEDES NAILS &BEAUTY SALON INC","salon","Queens","37 45 103rd St","Corona","11368","40.74818","-73.86261","AEB-15-02618"
"MERLYN KEREN SALON","salon","Queens","10841 Corona Ave","Corona","11368","40.74234","-73.85393","AEB-18-02336"
"MERRY HAIR CUTTING","barber","Queens","30 03 37TH ST","ASTORIA","11103","40.76438","-73.9168","18ME4037120"
"MERYS BARBERS SHOP UNISEX","barber","Queens","89 12 ROOSEVELT AVE","JACKSON HEIGHTS","11372","40.74829","-73.87766","18ME4063028"
"MERYS BARBERS SHOP UNISEX","salon","Queens","89 12 ROOSEVELT AVE","JACKSON HEIGHTS","11372","40.74829","-73.87766","21ME1290292"
"MERY'S BARBERSHOP INC","salon","Queens","8924 Roosevelt Ave","Jackson Heights","11372","40.74835","-73.8771","AEB-25-02384"
"MESSLOOK III HAIR & SPA INC","salon","Queens","13360 41st Ave","Flushing","11355","40.75798","-73.82998","AEB-19-01888"
"METAMORPHOSIS AESTHETICS, INC.","salon","Queens","10505 Northern Blvd # 1FL","Corona","11368","40.75774","-73.86346","AEB-23-02039"
"METRO BEAUTY LOUNGE #1 INC","salon","Queens","9603 Metropolitan Ave","Forest Hills","11375","40.7113","-73.85627","AEB-18-02023"
"METROCUTS BARBERSHOP INC","barber","Queens","10408 Metropolitan Ave","Forest Hills","11375","40.71011","-73.84869","BSO-24-00430"
"Metropol Beauty Salon Corporation","salon","Queens","75-47 METROPOLITAN AVE","MIDDLE VILLAGE","11379","40.71309","-73.87583","AEB-25-01016"
"MG COLOR BAYSIDE INC","salon","Queens","21415 41st Ave","Bayside","11361","40.76369","-73.77035","AEB-24-01273"
"MG GOLDEN STUDIO LLC","salon","Queens","3093 Steinway St","Astoria","11103","40.76162","-73.91685","AEB-24-00655"
"MG HAIR ARTISTIC INC.","salon","Queens","133-42 39TH AVE STE#202","FLUSHING","11354","40.75953","-73.83279","AEB-15-02013"
"MG NAIL & BEAUTY INC","salon","Queens","13342 39th Ave Ste 201A","Flushing","11354","40.75953","-73.83279","AEB-24-02054"
"MG NAIL & BEAUTY INC.","salon","Queens","13316 39th Ave Bsmt","Flushing","11354","40.75917","-73.8339","AEB-18-00116"
"MI KYUNG HO","salon","Queens","17109 Northern Blvd","Flushing","11358","40.75801","-73.79557","21SW1576094"
"Mi Petite Salon LLC","salon","Queens","199-07 32nd Avenue","Flushing","11358","40.76955","-73.78986","AEB-20-01157"
"Mi Ren Beauty Salon Inc.","salon","Queens","9549 Roosevelt Ave 2nd Floor","Jackson Heights","11372","40.7491","-73.87006","AEB-22-01934"
"Mia Esthetics NY LLC","salon","Queens","2519 30th Dr Fl 1B","Astoria","11102","40.76642","-73.92526","AEB-24-02052"
"MIA SPA INC.","salon","Queens","2546 Francis Lewis Blvd Lowr Level","Flushing","11358","40.77359","-73.7968","AEB-23-02396"
"MICHAEL LORA HAIR & NAIL SALON INC","salon","Queens","264 BEACH 116TH ST","FAR ROCKAWAY","11694","40.58111","-73.83786","21MI1576336"
"MICHAEL LORA HAIR & NAIL SALON INC","barber","Queens","264 BEACH 116TH ST","FAR ROCKAWAY","11694","40.58111","-73.83786","18MI4087122"
"MICHAEL'S NAILS","salon","Queens","102 14 159th Rd","Howard Beach","11414","40.6597","-73.8312","AEB-16-02359"
"MICHAEL'S NAILS II & SPA INC.","salon","Queens","16438 Crossbay Blvd","Howard Beach","11414","40.64939","-73.83784","AEB-25-03083"
"MICHAEL'S NAILS II INC.","salon","Queens","16438 Crossbay Blvd","Howard Beach","11414","40.64939","-73.83784","AEB-16-01767"
"Michelle AZ Corp.","salon","Queens","9620 Roosevelt Ave","Corona","11368","40.74925","-73.86869","AEB-24-01230"
"Michelle D Cho","salon","Queens","162-05  Northern Blvd","Flushing","11358","40.76209","-73.80361","AEB-26-00972"
"Michelle Z Corp","salon","Queens","9620 Roosevelt Ave","Corona","11368","40.74925","-73.86869","AEB-22-01860"
"MIDDLE VILLAGE FINEST CUT INC.","barber","Queens","6277 Dry Harbor Rd","Middle Village","11379","40.72237","-73.87419","BSO-19-00185"
"Midlton Nails 2 Inc.","salon","Queens","16427 75th Rd","Fresh Meadows","11366","40.72656","-73.80382","AEB-24-01090"
"MIGUE BARBER SHOP CORP","barber","Queens","1108 Cypress Ave","Ridgewood","11385","40.69609","-73.89972","BSO-19-00241"
"MIGUES BEAUTY SALON","salon","Queens","10611 Northern Blvd","Corona","11368","40.75777","-73.86233","AEB-23-02360"
"MIINBANG","salon","Queens","15405 Northern Blvd # 303","Flushing","11354","40.76456","-73.81059","21MI1298272"
"MIKHAIL'S BARBER SHOP","barber","Queens","9216 Liberty Ave","Ozone Park","11417","40.6802","-73.84609","BSO-23-00407"
"MIKKIS STREET CUTS","barber","Queens","7720 Queens Blvd","Elmhurst","11373","40.73813","-73.88555","18MI4035759"
"MILK & SUGAR NAIL SPA INC","salon","Queens","6056 Fresh Pond Rd","Maspeth","11378","40.7154","-73.90138","AEB-15-00039"
"MIMARTE & BELLEZA CORPORATION","salon","Queens","10604A Jamaica Ave","Richmond Hill","11418","40.69532","-73.84092","AEB-25-02254"
"MIMI LASHES NY INC.","salon","Queens","8107 Roosevelt Ave","Jackson Heights","11372","40.74757","-73.88448","AEB-23-01695"
"MIMI LASHES NY INC.","salon","Queens","8107 Roosevelt Ave Fl 2","Jackson Heights","11372","40.74757","-73.88448","AEB-25-03078"
"MIMI NAILS","salon","Queens","31 21 DITMARS BLVD","ASTORIA","11105","40.776","-73.91051","21MI1223764"
"MIN BETTER HAIR AND BEAUTY SALON INC","salon","Queens","13683 41st Ave","Flushing","11355","40.75921","-73.82648","AEB-16-01201"
"MIN BETTER HAIR AND BEAUTY SALON INC","barber","Queens","13683 41st Ave","Flushing","11355","40.75921","-73.82648","BSO-16-00253"
"Mina Tabibian","salon","Queens","80 07 168th Street","Jamaica","11432","40.72272","-73.80009","21MI1248622"
"MINDY NAIL & SPA INC","salon","Queens","1435 150th St","Whitestone","11357","40.78784","-73.81342","AEB-15-01089"
"Ming City Hair Studio","salon","Queens","82 26B 45th Ave","Elmhurst","11373","40.74165","-73.88254","AEB-14-02976"
"MINGING SPA INC.","salon","Queens","3525 150th St Bsmt","Flushing","11354","40.76557","-73.81519","AEB-24-02072"
"MINI NAIL SPA INC","salon","Queens","16422 69th Ave","Fresh Meadows","11365","40.73307","-73.80415","AEB-19-02832"
"MINT PRIVATE COSMETIC SALON INC","salon","Queens","3524 Union St","Flushing","11354","40.76471","-73.828","AEB-26-00410"
"MINTYS BEAUTY SALON","salon","Queens","24605 Jericho Tpke","Bellerose","11426","40.72515","-73.72181","21MI1142998"
"MIRA M INC","salon","Queens","6719 Central Ave","Glendale","11385","40.70334","-73.88649","AEB-23-00718"
"Mirror Mirror Skin Company, LLC.","salon","Queens","13201 Roosevelt Ave # 818034","Flushing","11354","40.75813","-73.83503","AEB-18-00490"
"MIRYAN U TENEMEA HIDALGO","salon","Queens","40 10 108TH STREET","CORONA","11368","40.75732","-73.8609","AEB-26-00876"
"MISS EYELASHES INC","salon","Queens","1416B Clintonville St","Whitestone","11357","40.78884","-73.8113","AEB-24-00759"
"MISS HAIR SALON INC","salon","Queens","13651 37th Ave Ste 101","Flushing","11354","40.762","-73.82922","AEB-25-02778"
"MISS LASER INC","salon","Queens","3251 Francis Lewis Blvd","Flushing","11358","40.76797","-73.79044","AEB-25-01243"
"MISS LIZ STUDIO INC.","salon","Queens","6501 Kissena Blvd Bsmt","Flushing","11367","40.73692","-73.8146","AEB-24-02155"
"MISS MISS FLS INC.","salon","Queens","3706 Prince St Fl 2","Flushing","11354","40.76065","-73.83287","AEB-24-02825"
"MISS Y BEAUTY SPA INC","salon","Queens","13512 Roosevelt Ave Ste 2F","Flushing","11354","40.75908","-73.83153","AEB-23-00645"
"misun j park-cha","salon","Queens","19411 Northern Blvd","Flushing","11358","40.75794","-73.78697","AEB-26-00050"
"Miu Mius Eyelash Extension S Inc.","salon","Queens","3626A Union St","Flushing","11354","40.76301","-73.82781","AEB-22-01543"
"MIYAN BEAUTY INC.","salon","Queens","3707 MAIN ST 1F BST","FLUSHING","11354","40.76133","-73.83101","AEB-26-01180"
"MIYOUNG HWANG","salon","Queens","4846 Clearview Expy","Oakland Gardens","11364","40.75163","-73.77555","AEB-25-03166"
"MJ SALON","salon","Queens","13692 Roosevelt Ave Bsmt","Flushing","11354","40.76039","-73.82686","AEB-22-02217"
"MOCCORA BEAUTY SPA LLC","salon","Queens","9604 37th Ave","Corona","11368","40.75177","-73.87003","AEB-26-00085"
"MODEL NAILS 2000 INC","salon","Queens","21818 Hillside Ave","Queens Village","11427","40.72875","-73.7462","21MO1124634"
"MODELO SALON & SPA INC","salon","Queens","9310 Woodhaven Blvd","Woodhaven","11421","40.68828","-73.84918","21MO1337871"
"Modern Art of Hair by Jeffy & Farucci Corp","salon","Queens","3312 Broadway","Long Island City","11106","40.76102","-73.92335","AEB-20-01776"
"MODERN BARBER SHOP 1 INC","barber","Queens","30 14 BROADWAY","LONG ISLAND CITY","11106","40.76228","-73.92603","18MO4068596"
"MODERN BARBERSHOP UNISEX","barber","Queens","35 61 77TH ST","JACKSON HEIGHTS","11372","40.74738","-73.88872","18MO4064110"
"MODERN CRYSTAL NAILS INC","salon","Queens","22220 Merrick Blvd","Laurelton","11413","40.6781","-73.74644","AEB-16-00138"
"Modern Hair Line","salon","Queens","5273 Roosevelt Ave","Woodside","11377","40.74437","-73.91184","AEB-23-00907"
"MODERN HAIR LLC","salon","Queens","2817 161st St","Flushing","11358","40.77148","-73.80342","AEB-26-00967"
"MOE MOE BEAUTY SALON","salon","Queens","7228 Roosevelt Ave","Jackson Heights","11372","40.74673","-73.89254","AEB-16-02639"
"MOMENT NAIL SALON LLC","salon","Queens","2818 42nd Rd","Long Island City","11101","40.74879","-73.93947","AEB-26-00166"
"Monalissa Enterprises LLC","salon","Queens","18316 Horace Harding Expy","Fresh Meadows","11365","40.73954","-73.79045","AEB-25-01867"
"MONICA UNISEX","salon","Queens","9908 37TH AVE","CORONA","11368","40.75236","-73.86784","21MO0267028"
"MONICA'S NAIL AND SPA CONTOURING CORP.","salon","Queens","9214 71st Ave","Forest Hills","11375","40.71084","-73.85067","AEB-18-02343"
"MONIK BEAUTY SALON & NAILS SPA INC","salon","Queens","8402 Astoria Blvd","East Elmhurst","11370","40.76456","-73.88491","AEB-19-00561"
"Monika Nails and More Inc","salon","Queens","32 64 81st St","East Elmhurst","11370","40.75567","-73.88635","AEB-16-00205"
"MONIQUES BEAUTY SALON","salon","Queens","126 19 LIBERTY AVE","SOUTH RICHMOND HILL","11419","40.68618","-73.82427","21MO1043557"
"MONROEFACE INC","salon","Queens","8530 Grand Ave","Elmhurst","11373","40.73546","-73.88129","AEB-25-02661"
"Mood Nails Cafe LLC","salon","Queens","7151 Austin St","Forest Hills","11375","40.71954","-73.84309","AEB-26-00629"
"Moon Beauty & Spa S Corp","salon","Queens","80-01 Northern Blvd","Jackson Heights","11372","40.75536","-73.88707","AEB-25-00692"
"MOON LOTUS SPA INC","salon","Queens","16108 46th Ave","Flushing","11358","40.75381","-73.80546","AEB-24-00855"
"Moon Shine Beauty Salon Inc","salon","Queens","126 01 Jamaica Ave","Richmond Hill","11418","40.70123","-73.8246","AEB-14-03225"
"MOON SPA","salon","Queens","13812 Northern Blvd","Flushing","11354","40.76388","-73.82749","AEB-23-02291"
"MOON SPA","salon","Queens","13812 Northern Blvd Unit C3","Flushing","11354","40.76388","-73.82749","AEB-24-00860"
"MORA NY INC.","salon","Queens","248-04 NORTHERN BOULEVARD","LITTLE NECK","11362","40.767","-73.73918","AEB-26-01291"
"MOREJOY NAIL SPA INC","salon","Queens","9510 Jamaica Ave","Woodhaven","11421","40.69434","-73.85","AEB-23-00564"
"MOS HAIR SALON INC","salon","Queens","3522 Union St","Flushing","11354","40.76477","-73.82799","AEB-22-01288"
"MOVIES STAR BARBER SHOP INC","barber","Queens","126-09 15 AVE","COLLEGE POINT","11356","40.78505","-73.84162","BSO-20-00099"
"Mr Finesse Hair Inc","salon","Queens","851 Wyckoff Ave","Ridgewood","11385","40.69774","-73.90786","AEB-23-01538"
"MR GIUSEPPE OF BELLE HARBOR","barber","Queens","444 BEACH 129TH ST","BELLE HARBOR","11694","40.57896","-73.84972","18MR4038179"
"MR GIUSEPPE OF BELLE HARBOR INC","salon","Queens","444 BEACH 129TH ST","BELLE HARBOR","11694","40.57896","-73.84972","21MR1352314"
"Mr. O'Barber Corp.","barber","Queens","6722 Forest Ave","Ridgewood","11385","40.7038","-73.90158","BSO-24-00021"
"Mr.G $tyle$","barber","Queens","315 Beach 66th St","Arverne","11692","40.59173","-73.79503","BSO-21-00381"
"Mr.G $tyle$ LLC","salon","Queens","315 Beach 66th St","Arverne","11692","40.59173","-73.79503","AEB-21-01931"
"MT. EVEREST NAILS CORP","salon","Queens","901 Seneca Ave # B","Ridgewood","11385","40.70065","-73.90405","AEB-15-02538"
"MU XIU EYELASH INC .","salon","Queens","3712 Main St Unit 201","Flushing","11354","40.7612","-73.83094","AEB-23-00666"
"MUHRI CORP","salon","Queens","43 66 162ND ST","FLUSHING","11358","40.76184","-73.80379","21MU1281989"
"Muneca Beauty INC","salon","Queens","3045 91st St","East Elmhurst","11369","40.76045","-73.87773","AEB-24-00179"
"MURDOCK AVE BARBERSHOP CORP","barber","Queens","21016 Murdock Ave","Cambria Heights","11411","40.70266","-73.74445","BSO-25-00287"
"MUREE BAKKUGI","salon","Queens","40 01 150TH ST","FLUSHING","11354","40.76353","-73.81436","21MU1312883"
"MURY HAIR INC","salon","Queens","20226 45th Ave","Bayside","11361","40.75745","-73.77988","AEB-19-02415"
"MUS WORKSHIP INC","salon","Queens","4160 Main St Ste 307","Flushing","11355","40.7563","-73.82867","AEB-22-01874"
"MUSE HAIR STUDIO LLC","salon","Queens","16834 Jamaica Ave","Jamaica","11432","40.70674","-73.79135","AEB-19-02546"
"MUSE SALON NY INC","salon","Queens","13513 Roosevelt Ave Ste 163","Flushing","11354","40.7592","-73.8312","AEB-23-01956"
"MUSE SKIN LAB LLC","salon","Queens","2320 Broadway","Astoria","11106","40.76411","-73.92968","AEB-26-00317"
"MUSIC TO YOUR HAIR & BODY CARE INC","barber","Queens","18507 Jamaica Ave","Hollis","11423","40.70978","-73.77373","BSO-25-00005"
"Music To Your Hair and Bodycare Inc","barber","Queens","18507 Jamaica Ave","Jamaica","11423","40.70978","-73.77373","BSO-25-00289"
"MUZE SALON","salon","Queens","133-36 37th Avenue, GR 19","FLUSHING","11354","40.76054","-73.83392","AEB-23-01422"
"MUZI SPA INC.","salon","Queens","13347 41ST RD 1R","FLUSHING","11355","40.75716","-73.8299","AEB-26-00210"
"MY HAIR PRO SALON INC.","salon","Queens","3645 Prince St # 2FL","Flushing","11354","40.76111","-73.8328","AEB-24-01468"
"MY LASHFUL INC","salon","Queens","2950 Union St FL 2ND Ste 202A","Flushing","11354","40.77102","-73.82679","AEB-25-00992"
"MY NAILS @ V INC","salon","Queens","87 77 PARSONS BLVD","JAMAICA","11432","40.71625","-73.8077","21MY1589587"
"MY STYLE STUDIO INC","salon","Queens","13689 37th Ave # 2FL","Flushing","11354","40.76234","-73.82787","AEB-19-00348"
"MYRTLE SPA INC.","salon","Queens","8747 Myrtle Ave # 1FL","Glendale","11385","40.70306","-73.85948","AEB-24-02134"
"MYUNG WELLNESS INC","salon","Queens","16112 Northern Blvd","Flushing","11358","40.76247","-73.80421","AEB-24-02945"
"MZ Pretty Nails & Spa, Inc","salon","Queens","4918 Skillman Ave","Woodside","11377","40.74617","-73.91455","AEB-23-01336"
"N and A Unisex Salon Corp","barber","Queens","1004 Beach 20th St","Far Rockaway","11691","40.60248","-73.75332","BSO-24-00051"
"N BEAUTY INC","salon","Queens","3626 Union St # 2R","Flushing","11354","40.76307","-73.82783","AEB-16-01179"
"N DIS SKIN CARE CENTER LLC","salon","Queens","22317 135th Ave","Laurelton","11413","40.67632","-73.74662","AEB-25-01497"
"N II NEW HAIR SALON INC.","salon","Queens","8247 Broadway","Elmhurst","11373","40.7422","-73.88152","AEB-23-00536"
"N II NEW HAIR SALON INC.","barber","Queens","8247 Broadway","Elmhurst","11373","40.7422","-73.88152","BSO-23-00046"
"N M STUDIO","salon","Queens","30 62 STEINWAY ST","ASTORIA","11103","40.75913","-73.91888","AEB-25-01496"
"N PLUS LASHES INC.","salon","Queens","13685 Roosevelt Ave Ste 202","Flushing","11354","40.76032","-73.82712","AEB-23-01776"
"N V E SALON INC","salon","Queens","22 01 STEINWAY ST","ASTORIA","11105","40.77275","-73.90616","AEB-25-01499"
"N&D Hair & Nail Inc","salon","Queens","18209 Jamaica Ave","Jamaica","11423","40.70879","-73.77865","AEB-25-00540"
"N.Y. Skin Care & Wellness MediSpa Inc.","salon","Queens","4023A Junction Blvd","Corona","11368","40.74847","-73.86896","AEB-23-00176"
"N+ PRO SALON INC","salon","Queens","3621 PRINCE ST 3FL","NEW YORK","11354","40.76176","-73.833","AEB-26-00841"
"N+ SALON INC","salon","Queens","13692 Roosevelt Ave Bsmt","Flushing","11354","40.76039","-73.82686","AEB-23-00332"
"N68 INC.","salon","Queens","3819 Union St Ste 304","Flushing","11354","40.76109","-73.82687","AEB-23-01146"
"NAESPA HAIR AND NAILS SALON INC","salon","Queens","32-44 STEINWAY STREET","ASTORIA","11103","40.75787","-73.9199","AEB-22-01217"
"NAIL 1034 INC","salon","Queens","1034 Beach 20th St","Far Rockaway","11691","40.60325","-73.75311","AEB-22-00722"
"NAIL BERRY INC","salon","Queens","2572 31st St","Long Island City","11102","40.76881","-73.91954","AEB-18-02178"
"Nail Bliss, INC","salon","Queens","3270 31st St","Astoria","11106","40.76022","-73.92681","AEB-25-02412"
"NAIL BOX BY MAY INC","salon","Queens","810 Fairview Ave","Ridgewood","11385","40.70453","-73.90221","AEB-23-00861"
"NAIL COUNTRY","salon","Queens","174 BEACH 116TH ST 2ND FL","ROCKAWAY PARK","11694","40.57922","-73.83676","21NA1065970"
"Nail Envy Plus Inc","salon","Queens","20306 45th Ave","Bayside","11361","40.7575","-73.77972","AEB-22-01167"
"Nail Fresh III, Inc.","salon","Queens","3265 Francis Lewis Blvd","Flushing","11358","40.76757","-73.79062","AEB-17-00937"
"Nail master ny","salon","Queens","4322 36th St # 207","Long Island City","11101","40.74537","-73.9287","AEB-24-00907"
"NAIL PLACE 4U INC","salon","Queens","34 55 FRANCIS LEWIS BLVD","FLUSHING","11358","40.76308","-73.78607","21NA1257801"
"NAIL POP INC.","salon","Queens","13680 Roosevelt Ave Ste 2","Flushing","11354","40.76029","-73.82727","AEB-23-01607"
"NAIL SERIOUS INC.","salon","Queens","4114 27th St Fl 1A","Long Is City","11101","40.75145","-73.93867","AEB-25-01839"
"NAIL STUDIO","salon","Queens","107 11 51ST AVE","CORONA","11368","40.74374","-73.85591","21NA1041569"
"Nail'd It Astoria Inc","salon","Queens","3706 31st Ave","Astoria","11103","40.76197","-73.91847","AEB-25-02293"
"NAILS & MASSAGE ""THE SPANISH"" LLC","salon","Queens","8916 Roosevelt Ave Fl 2","Jackson Heights","11372","40.74833","-73.87728","AEB-23-02610"
"NAILS & MORE","salon","Queens","8210 Eliot Ave","Middle Village","11379","40.72604","-73.877","AEB-17-00481"
"NAILS & SPA INDUSTRY LLC","salon","Queens","8016 Roosevelt Ave","Jackson Heights","11372","40.7475","-73.88516","AEB-26-00999"
"NAILS BLOOM INC","salon","Queens","14945 14th Ave","Whitestone","11357","40.78897","-73.81447","AEB-23-01385"
"NAILS BY LILI CORPORATION","salon","Queens","12502 Rockaway Blvd","S Ozone Park","11420","40.67533","-73.81246","AEB-24-02117"
"Nails By Sia LLC","salon","Queens","8327 124th Pl","Kew Gardens","11415","40.7052","-73.82763","AEB-20-00500"
"NAILS BY SUE CORP","salon","Queens","2916 23rd Ave Ste B","Astoria","11105","40.77468","-73.91332","AEB-16-01125"
"NAILS KEW GARDENS","salon","Queens","120 86 QUEENS BLVD","KEW GARDENS","11415","40.71372","-73.82769","21NA1096781"
"Nami Beauty Inc","salon","Queens","6260 99th St","Rego Park","11374","40.73309","-73.85772","AEB-24-00614"
"NANA BEAUTY STUDIO LLC","salon","Queens","136-20 38TH AVE, SUITE 3A-1, RM106","FLUSHING","11354","40.76108","-73.82972","AEB-24-00727"
"Nana Hair Corp","salon","Queens","24812 Northern Blvd Ste 1B","Little Neck","11362","40.7672","-73.73894","AEB-15-00226"
"NANA NAILS INC.","salon","Queens","4918 Skillman Ave","Woodside","11377","40.74617","-73.91455","AEB-19-00297"
